Predicate ID,Triple,Sentence ID,Sentence,Is Correct,Question,Answer,,
10598517,E2F1 gene|E2F1|UBE2L3 causes Apoptosis,116,"Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.",False,"Is the triple 'E2F1 gene|E2F1|UBE2L3 causes Apoptosis' supported by the sentence: 'Here, these findings are highlighted in the context of the most recent follow-up studies that have used apoptotic E2F1 genes as new therapeutics or drug targets, thereby providing insight into the basic mechanisms of E2F1-induced apoptosis and its possible clinical implications.'?","No, the triple 'E2F1 gene|E2F1|UBE2L3 causes Apoptosis' is not supported by the sentence. The sentence mentions E2F1-induced apoptosis, but doesn't mention the UBE2L3 gene at all.",,
10599076,Gene Expression process of Scorpaenidae,123,Protein and gene expression of VTG in response to 4-nonylphenol in rockfish (Sebastes schlegeli).,False,Is the triple 'Gene Expression process of Scorpaenidae' supported by the sentence: 'Protein and gene expression of VTG in response to 4-nonylphenol in rockfish (Sebastes schlegeli).'?,"No, the triple 'Gene Expression process of Scorpaenidae' is not supported by the sentence. The sentence discusses gene expression in rockfish (Sebastes schlegeli), but it does not specify that this species belongs to the family Scorpaenidae.",,
10599190,Vitellogenins part of Scorpaenidae,124,"To investigate the in vivo estrogenic activity of 4-nonylphenol (4-NP) on reproductive function, we have measured the expression level of rockfish vitellogenin (rVTG) mRNA, concentration of plasma VTG and levels of plasma estradiol-17beta(E(2)) and testosterone (T) by radioimmunoassay (RIA).",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'To investigate the in vivo estrogenic activity of 4-nonylphenol (4-NP) on reproductive function, we have measured the expression level of rockfish vitellogenin (rVTG) mRNA, concentration of plasma VTG and levels of plasma estradiol-17beta(E(2)) and testosterone (T) by radioimmunoassay (RIA).'?","No, the triple 'Vitellogenins part of Scorpaenidae' is not supported by the sentence. The sentence mentions the term 'vitellogenin' in the context of rockfish while studying the in vivo estrogenic activity of 4-nonylphenol, but it doesn't relate it to Scorpaenidae, which is a family of fish that includes rockfish.",,
10599329,Vitellogenins part of Scorpaenidae,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?","No, the triple 'Vitellogenins part of Scorpaenidae' is not supported by the sentence. The sentence mentions vitellogenins (rVTG mRNA) and rockfish, but does not explicitly state that vitellogenins is part of Scorpaenidae (the family that rockfish belong to).",,
10599368,Vitellogenins part of Scorpaenidae,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?","No, the triple 'Vitellogenins part of Scorpaenidae' is not supported by the sentence. The sentence discusses the extraction and analysis of an rVTG mRNA transcript from hepatic tissue but makes no mention of vitellogenins being part of the Scorpaenidae family.",,
10599395,Vitellogenins affects No past history,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.",False,"Is the triple 'Vitellogenins affects No past history' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?","No, the triple 'Vitellogenins affects No past history' is not supported by the sentence.",,
10599484,Vitellogenins part of Scorpaenidae,126,The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.,False,Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.'?,"No, the sentence does not support the triple 'Vitellogenins part of Scorpaenidae'. The sentence does mention 'rVTG mRNA' which is related to vitellogenins, and it refers to rockfish, which are part of the Scorpaenidae family, but it does not specifically establish a connection or relationship between Vitellogenins and Scorpaenidae.",,
10599560,Vitellogenins part of Scorpaenidae,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?","No, the triple 'Vitellogenins part of Scorpaenidae' is not supported by the sentence. The sentence discusses the level of rVTG mRNA expression in rockfish after injection with 4-NP, but does not mention vitellogenins being part of Scorpaenidae.",,
10599602,Vitellogenins part of Scorpaenidae,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?","No, the triple 'Vitellogenins part of Scorpaenidae' is not supported by the sentence. The sentence talks about rVTG mRNA expression in rockfish after injection, but doesn't relate 'Vitellogenins' directly to 'Scorpaenidae', the family to which rockfish belong.",,
10599653,Injection procedure treats Female,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.",False,"Is the triple 'Injection procedure treats Female' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?","No, the triple 'Injection procedure treats Female' is not supported by the sentence. The sentence suggests that the injection procedure impacts male and female rockfish, but does not explicitly state that it is used to treat females.",,
10599747,Vitellogenins part of Scorpaenidae,128,"Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.'?","No, the sentence does not support the triple 'Vitellogenins part of Scorpaenidae'. There is no mention of Vitellogenins or Scorpaenidae in the sentence.",,
10599840,Vitellogenins part of Scorpaenidae,129,"In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.",False,"Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.'?","No, the sentence doesn't support the triple 'Vitellogenins part of Scorpaenidae'.",,
10600338,Homologous Gene part of Hemicentrotus pulcherrimus,141,"Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.",True,"Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.'?","Yes, the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' is supported by the sentence. The HpNanos gene is identified as the Hemicentrotus pulcherrimus homologue of nanos, indicating it is a homologous gene part of Hemicentrotus pulcherrimus.",,
10600422,cDNA Library part of Gastrula,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.",True,"Is the triple 'cDNA Library part of Gastrula' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?","Yes, the triple 'cDNA Library part of Gastrula' is supported by the sentence. The sentence indicates that HpNanos was isolated from a gastrula cDNA library, which implies that the cDNA library is part of the gastrula.",,
10600456,Homologous Gene part of Hemicentrotus pulcherrimus,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.",True,"Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?","Yes, the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' is supported by the sentence. The sentence describes the HpNanos homologue (a homologous gene) as a part of Hemicentrotus pulcherrimus.",,
10600542,Blastocyst structure part of Mesenchyma,144,"Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.",False,"Is the triple 'Blastocyst structure part of Mesenchyma' supported by the sentence: 'Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.'?","No, the sentence does not support the triple 'Blastocyst structure part of Mesenchyma'. It only mentions that HpNanos mRNA decreased in abundance at the mesenchyme blastula stage. It does not imply that blastocyst is a part of mesenchyma.",,
10600645,In Situ Hybridization uses Mounts,146,Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.,False,Is the triple 'In Situ Hybridization uses Mounts' supported by the sentence: 'Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.'?,No,,
10600813,Embryo location of PPY,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.",False,"Is the triple 'Embryo location of PPY' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?","No, the triple 'Embryo location of PPY' is not supported by the sentence. The sentence mentions PPYR1, not PPY, and it specifies that it is abundant in early embryos, without specifying a particular location within the embryo.",,
10600845,Inferior Colliculus part of Males,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.",False,"Is the triple 'Inferior Colliculus part of Males' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?","No, the triple 'Inferior Colliculus part of Males' is not supported by the sentence. The sentence does not mention anything about 'Inferior Colliculus'.",,
10600962,PPY part of Mothers,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,True,Is the triple 'PPY part of Mothers' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,"Yes, the triple 'PPY part of Mothers' is supported by the sentence since it mentions 'the maternal PPYR1', where 'maternal' can be interpreted as 'mothers''.",,
10600997,Cells part of Nurses,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,True,Is the triple 'Cells part of Nurses' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,"Yes, the triple 'Cells part of Nurses' is supported by the sentence as it mentions ""nurse cells"".",,
10601037,Cytoplasm location of PPY,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,True,Is the triple 'Cytoplasm location of PPY' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,"Yes, the triple 'Cytoplasm location of PPY' is supported by the sentence. The sentence explicitly states that the maternal PPYR1 (which is a type of PPY) is localized in the cytoplasm of the follicular and nurse cells.",,
10601150,Cytoplasm part of Spermatocytes,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.",True,"Is the triple 'Cytoplasm part of Spermatocytes' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?","Yes, the triple 'Cytoplasm part of Spermatocytes' is supported by the sentence.",,
10601184,Inferior Colliculus location of PPY,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.",False,"Is the triple 'Inferior Colliculus location of PPY' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?","No, the sentence does not support the triple 'Inferior Colliculus location of PPY'. The sentence mentions that PPYR1, which could be a related but different protein, is located in the testes and in the cytoplasm of spermatocytes, not in the Inferior Colliculus.",,
10601265,Cell Nucleus part of Cells,156,PPY is localized in the nuclei of the same cells.,True,Is the triple 'Cell Nucleus part of Cells' supported by the sentence: 'PPY is localized in the nuclei of the same cells.'?,Yes,,
10601441,Column location of Diastasis,160,"Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.",False,"Is the triple 'Column location of Diastasis' supported by the sentence: 'Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.'?","No, the triple 'Column location of Diastasis' is not supported by the sentence. The sentence does not provide information about 'Diastasis' or its location in a column.",,
10601592,Drug Kinetics process of Rattus norvegicus,163,This method can be used to study the pharmacokinetics of AKF-PD in rat.,False,Is the triple 'Drug Kinetics process of Rattus norvegicus' supported by the sentence: 'This method can be used to study the pharmacokinetics of AKF-PD in rat.'?,"No, the triple 'Drug Kinetics process of Rattus norvegicus' is not directly supported by the sentence. The sentence references the pharmacokinetics of a specific drug (AKF-PD) in rats, but it doesn't confirm this as a general drug kinetics process for all rats (Rattus norvegicus).",,
10601714,Glycosaminoglycans is a Polysaccharides,165,"Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.",True,"Is the triple 'Glycosaminoglycans is a Polysaccharides' supported by the sentence: 'Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.'?","Yes, the triple 'Glycosaminoglycans is a Polysaccharides' is supported by the sentence. The sentence confirms that glycosaminoglycans (GAGs) are a class of complex polysaccharides.",,
10601803,Extracellular Matrix location of Proteoglycan,166,They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.,True,Is the triple 'Extracellular Matrix location of Proteoglycan' supported by the sentence: 'They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.'?,"Yes, the triple 'Extracellular Matrix location of Proteoglycan' is supported by the sentence. The text mentions that proteoglycans are located in the extracellular matrix.",,
10601941,GAG Gene converts to Glycosaminoglycans,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.",False,"Is the triple 'GAG Gene converts to Glycosaminoglycans' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?","No, the sentence does not support the triple 'GAG Gene converts to Glycosaminoglycans'. The sentence discusses techniques used for the analysis of various compounds, including glycosaminoglycans (GAGs), but does not mention the GAG gene or the conversion of the GAG gene to glycosaminoglycans.",,
10602109,Enzymes interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Enzymes interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?","Yes, the triple 'Enzymes interacts with Glycosaminoglycans' is supported by the sentence as it discusses the enzymatic degradation of Glycosaminoglycans (GAGs), implying interaction between enzymes and GAGs.",,
10602147,Chemicals interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",False,"Is the triple 'Chemicals interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?","No, the sentence does not explicitly state that chemicals interact with glycosaminoglycans (GAGs). It mentions enzymatic or chemical degradation of GAGs, but does not specify that this is an interaction.",,
10602185,Glycosaminoglycans converts to Disaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Glycosaminoglycans converts to Disaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?","Yes, the triple is supported by the sentence. The sentence talks about degrading Glycosaminoglycans (GAGs) into unsaturated disaccharides and oligosaccharides, which implies conversion.",,
10602215,Glycosaminoglycans converts to Oligosaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Glycosaminoglycans converts to Oligosaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?","Yes, the triple ""Glycosaminoglycans converts to Oligosaccharides"" is supported by the sentence. It mentions that oligosaccharides are derived from GAGs (Glycosaminoglycans) by enzymatic or chemical degradation, which implies a conversion or transformation process.",,
10602419,Diabetes process of Patients,173,"Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.",False,"Is the triple 'Diabetes process of Patients' supported by the sentence: 'Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.'?","No, the triple 'Diabetes process of Patients' is not supported by the sentence. The sentence discusses a study that aimed to set up a method for detecting lactulose and mannitol in urine and estimate the intestinal permeability in controls and in type I diabetes patients, not about the process of diabetes in patients.",,
10602491,Detection uses Sorbate,174,"The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.",True,"Is the triple 'Detection uses Sorbate' supported by the sentence: 'The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.'?","Yes, the triple 'Detection uses Sorbate' is supported by the sentence.",,
10602733,Atrial Flutter is a Tachycardia,182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Atrial Flutter is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?","Yes, the triple 'Atrial Flutter is a Tachycardia' is supported by the sentence as it mentions atrial flutter as a type of tachycardia.",,
10602764,"Tachycardia, Ectopic Atrial is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Tachycardia, Ectopic Atrial is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes,,
10602804,"Tachycardia, Ectopic Junctional is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",False,"Is the triple 'Tachycardia, Ectopic Junctional is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?","No, the triple 'Tachycardia, Ectopic Junctional is a Tachycardia' is not supported by the sentence. The sentence mentions atrial ectopic tachycardia and permanent junctional re-entry tachycardia as types of tachycardia, but it does not specify that ectopic junctional is a type of tachycardia.",,
10602837,"Tachycardia, Ventricular is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Tachycardia, Ventricular is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes,,
10603013,"PTH protein, human|PTH associated with osteosarcoma",187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.",False,"Is the triple 'PTH protein, human|PTH associated with osteosarcoma' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?","No, the sentence does not support the triple 'PTH protein, human|PTH associated with osteosarcoma'. It only suggests a potential association between PTH and cancer, particularly osteosarcomas, but does not confirm it.",,
10603029,osteosarcoma is a Malignant Neoplasms,187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.",False,"Is the triple 'osteosarcoma is a Malignant Neoplasms' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?","No, the sentence does not support the triple 'osteosarcoma is a Malignant Neoplasms'.",,
10603069,"PTH protein, human|PTH associated with Malignant Neoplasms",187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.",True,"Is the triple 'PTH protein, human|PTH associated with Malignant Neoplasms' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?","Yes, the triple 'PTH protein, human|PTH associated with Malignant Neoplasms' is supported by the sentence. The sentence suggests a potential association between PTH and cancer, which is a malignant neoplasm.",,
10603164,"Hyperparathyroidism, Primary process of Patients",189,"Cohort 1: Medical records of all patients with primary hyperparathyroidism that were treated in a referral center during a 12-year period were retrospectively reviewed for malignancy before, at the time or after diagnosis.",True,"Is the triple 'Hyperparathyroidism, Primary process of Patients' supported by the sentence: 'Cohort 1: Medical records of all patients with primary hyperparathyroidism that were treated in a referral center during a 12-year period were retrospectively reviewed for malignancy before, at the time or after diagnosis.'?","Yes, the triple 'Hyperparathyroidism, Primary process of Patients' is supported by the sentence. It mentions 'patients with primary hyperparathyroidism', which is a direct match for the triple.",,
10603247,osteosarcoma process of Patients,190,"Cohort 2: Records of patients with osteosarcomas that were treated in referral centers during 15 years were retrospectively reviewed for hyperparathyroidism, as indicated by history or laboratory results.",True,"Is the triple 'osteosarcoma process of Patients' supported by the sentence: 'Cohort 2: Records of patients with osteosarcomas that were treated in referral centers during 15 years were retrospectively reviewed for hyperparathyroidism, as indicated by history or laboratory results.'?","Yes, the triple 'osteosarcoma process of Patients' is supported by the sentence. It discusses the treatment process of patients with osteosarcomas in referral centers during 15 years.",,
10603339,"Hyperparathyroidism, Primary process of Patients",191,There were 582 patients with primary hyperparathyroidism.,True,"Is the triple 'Hyperparathyroidism, Primary process of Patients' supported by the sentence: 'There were 582 patients with primary hyperparathyroidism.'?","Yes, the triple 'Hyperparathyroidism, Primary process of Patients' is supported by the sentence.",,
10603447,Malignant Neoplasms neg occurs in General Population,193,This rate did not exceed the incidence of developing cancer among the general population.,False,Is the triple 'Malignant Neoplasms neg occurs in General Population' supported by the sentence: 'This rate did not exceed the incidence of developing cancer among the general population.'?,"No, the triple 'Malignant Neoplasms neg occurs in General Population' is not supported by the sentence. The sentence says that the rate did not exceed the incidence in the general population but it does not suggest that malignant neoplasms (cancer) do not occur in the general population.",,
10603538,Disease occurs in General Population,194,"Although thyroid cancer was about 4 times the incidence in the general population, this may be attributed to a high level of detection while work-up, treating and following the parathyroid disease.",True,"Is the triple 'Disease occurs in General Population' supported by the sentence: 'Although thyroid cancer was about 4 times the incidence in the general population, this may be attributed to a high level of detection while work-up, treating and following the parathyroid disease.'?",Yes,,
