Predicate ID,Triple,Sentence ID,Sentence,Is Correct,Question,Answer
10600645,In Situ Hybridization uses Mounts,146,Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.,True,Is the triple 'In Situ Hybridization uses Mounts' supported by the sentence: 'Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.'?,Yes
10600813,Embryo location of PPY,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.",False,"Is the triple 'Embryo location of PPY' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?",No
10600845,Inferior Colliculus part of Males,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.",False,"Is the triple 'Inferior Colliculus part of Males' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?",No
10600962,PPY part of Mothers,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,False,Is the triple 'PPY part of Mothers' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,No
10600997,Cells part of Nurses,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,True,Is the triple 'Cells part of Nurses' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,Yes
10601037,Cytoplasm location of PPY,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,True,Is the triple 'Cytoplasm location of PPY' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,Yes
10601150,Cytoplasm part of Spermatocytes,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.",True,"Is the triple 'Cytoplasm part of Spermatocytes' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?",Yes
10601184,Inferior Colliculus location of PPY,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.",False,"Is the triple 'Inferior Colliculus location of PPY' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?",No
10601265,Cell Nucleus part of Cells,156,PPY is localized in the nuclei of the same cells.,True,Is the triple 'Cell Nucleus part of Cells' supported by the sentence: 'PPY is localized in the nuclei of the same cells.'?,Yes
10601441,Column location of Diastasis,160,"Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.",False,"Is the triple 'Column location of Diastasis' supported by the sentence: 'Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.'?",No
10601592,Drug Kinetics process of Rattus norvegicus,163,This method can be used to study the pharmacokinetics of AKF-PD in rat.,True,Is the triple 'Drug Kinetics process of Rattus norvegicus' supported by the sentence: 'This method can be used to study the pharmacokinetics of AKF-PD in rat.'?,Yes
10601714,Glycosaminoglycans is a Polysaccharides,165,"Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.",True,"Is the triple 'Glycosaminoglycans is a Polysaccharides' supported by the sentence: 'Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.'?",Yes
10601803,Extracellular Matrix location of Proteoglycan,166,They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.,True,Is the triple 'Extracellular Matrix location of Proteoglycan' supported by the sentence: 'They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.'?,Yes
10601941,GAG Gene converts to Glycosaminoglycans,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.",True,"Is the triple 'GAG Gene converts to Glycosaminoglycans' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",Yes
10601994,GAG Gene converts to Oligosaccharides,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.",True,"Is the triple 'GAG Gene converts to Oligosaccharides' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",Yes
10602026,Electrophoresis uses Structural analysis,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.",True,"Is the triple 'Electrophoresis uses Structural analysis' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",Yes
10602109,Enzymes interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Enzymes interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",Yes
10602147,Chemicals interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Chemicals interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",Yes
10602185,Glycosaminoglycans converts to Disaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Glycosaminoglycans converts to Disaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",Yes
10602215,Glycosaminoglycans converts to Oligosaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.",True,"Is the triple 'Glycosaminoglycans converts to Oligosaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",Yes
10602419,Diabetes process of Patients,173,"Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.",True,"Is the triple 'Diabetes process of Patients' supported by the sentence: 'Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.'?",Yes
10602491,Detection uses Sorbate,174,"The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.",True,"Is the triple 'Detection uses Sorbate' supported by the sentence: 'The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.'?",Yes
10602733,Atrial Flutter is a Tachycardia,182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Atrial Flutter is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes
10602764,"Tachycardia, Ectopic Atrial is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Tachycardia, Ectopic Atrial is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes
10602804,"Tachycardia, Ectopic Junctional is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Tachycardia, Ectopic Junctional is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes
10602837,"Tachycardia, Ventricular is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.",True,"Is the triple 'Tachycardia, Ventricular is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",Yes
10603013,"PTH protein, human|PTH associated with osteosarcoma",187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.",True,"Is the triple 'PTH protein, human|PTH associated with osteosarcoma' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?",Yes
10603164,"Hyperparathyroidism, Primary process of Patients",189,"Cohort 1: Medical records of all patients with primary hyperparathyroidism that were treated in a referral center during a 12-year period were retrospectively reviewed for malignancy before, at the time or after diagnosis.",True,"Is the triple 'Hyperparathyroidism, Primary process of Patients' supported by the sentence: 'Cohort 1: Medical records of all patients with primary hyperparathyroidism that were treated in a referral center during a 12-year period were retrospectively reviewed for malignancy before, at the time or after diagnosis.'?",Yes
10603247,osteosarcoma process of Patients,190,"Cohort 2: Records of patients with osteosarcomas that were treated in referral centers during 15 years were retrospectively reviewed for hyperparathyroidism, as indicated by history or laboratory results.",True,"Is the triple 'osteosarcoma process of Patients' supported by the sentence: 'Cohort 2: Records of patients with osteosarcomas that were treated in referral centers during 15 years were retrospectively reviewed for hyperparathyroidism, as indicated by history or laboratory results.'?",Yes
10603339,"Hyperparathyroidism, Primary process of Patients",191,There were 582 patients with primary hyperparathyroidism.,True,"Is the triple 'Hyperparathyroidism, Primary process of Patients' supported by the sentence: 'There were 582 patients with primary hyperparathyroidism.'?",Yes
10603447,Malignant Neoplasms neg occurs in General Population,193,This rate did not exceed the incidence of developing cancer among the general population.,True,Is the triple 'Malignant Neoplasms neg occurs in General Population' supported by the sentence: 'This rate did not exceed the incidence of developing cancer among the general population.'?,Yes
