Predicate ID,Predicate,Sentence ID,Sentence,Question,Label,Reference
10599395,Vitellogenins affects No past history,125,"An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.","Is the triple 'Vitellogenins affects No past history' supported by the sentence: 'An rVTG mRNA transcript of approximately 4.0 kb was extracted from hepatic tissue for Northern blot analysis, and the effects of 4-NP on rVTG mRNA expression in vivo with both male and female juvenile rockfish were examined.'?",False,https://academic.oup.com/gbe/article/10/10/2709/5101341
10599484,Vitellogenins part of Scorpaenidae,126,The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.,Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 48 h after injection with 4-NP of 10 mg/kg body mass and after injection in both male and female rockfish.'?,False,https://en.wikipedia.org/wiki/Vitellogenin
10599560,Vitellogenins part of Scorpaenidae,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.","Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?",False,https://en.wikipedia.org/wiki/Vitellogenin
10599602,Vitellogenins part of Scorpaenidae,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.","Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?",False,https://en.wikipedia.org/wiki/Vitellogenin
10599653,Injection procedure treats Female,127,"The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.","Is the triple 'Injection procedure treats Female' supported by the sentence: 'The level of rVTG mRNA expression was increased 24 h after injection in male rockfish injected with 4-NP of 25 mg/kg body mass, while the level of rVTG mRNA expression was increased 12h after injection in female injected with same dosage.'?",True,https://www.mercy.com/health-care-services/urology/treatments/urethral-bulking-injection
10599747,Vitellogenins part of Scorpaenidae,128,"Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.","Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'Concentrations of plasma rVTG in female injected with 4-NP of 10 and 25 mg/kg b.w. were increased 72 h after injection and reached 35 and 66 mg/mL, respectively.'?",False,https://www.frontiersin.org/articles/10.3389/fphys.2019.01067/full
10599840,Vitellogenins part of Scorpaenidae,129,"In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.","Is the triple 'Vitellogenins part of Scorpaenidae' supported by the sentence: 'In male, rVTG concentrations with the dosage of 25 mg/kg body mass were increased 72 h after injection and reached to 14 and 65 mg/mL at 168 h, respectively.'?",False,https://www.frontiersin.org/articles/10.3389/fphys.2019.01067/full
10600338,Homologous Gene part of Hemicentrotus pulcherrimus,141,"Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.","Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'Developmental expression of HpNanos, the Hemicentrotus pulcherrimus homologue of nanos.'?",False,https://europepmc.org/article/MED/16530490
10600422,cDNA Library part of Gastrula,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.","Is the triple 'cDNA Library part of Gastrula' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?",True,https://europepmc.org/article/PMC/540274
10600456,Homologous Gene part of Hemicentrotus pulcherrimus,142,"The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.","Is the triple 'Homologous Gene part of Hemicentrotus pulcherrimus' supported by the sentence: 'The Hemicentrotus pulcherrimus homologue of nanos (HpNanos), that encodes a protein containing two CCHC zinc finger motifs, was isolated from a gastrula cDNA library.'?",True,https://db.cngb.org/stomics/publications/16530490
10600542,Blastocyst structure part of Mesenchyma,144,"Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.","Is the triple 'Blastocyst structure part of Mesenchyma' supported by the sentence: 'Developmental northern blot analysis revealed that HpNanos mRNA markedly accumulated during the blastula stages, and then decreased in abundance at the mesenchyme blastula stage.'?",True,https://en.wikipedia.org/wiki/Blastocyst
10600645,In Situ Hybridization uses Mounts,146,Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.,Is the triple 'In Situ Hybridization uses Mounts' supported by the sentence: 'Whole-mount in situ hybridization showed that the HpNanos was exclusively expressed in four to six small micromere-descendant cells at the blastula stage.'?,True,https://www.jove.com/v/5330/whole-mount-in-situ-hybridization
10600813,Embryo location of PPY,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.","Is the triple 'Embryo location of PPY' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?",True,https://www.proteinatlas.org/ENSG00000204174-NPY4R
10600845,Inferior Colliculus part of Males,151,"PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.","Is the triple 'Inferior Colliculus part of Males' supported by the sentence: 'PPYR1 displays a biphasic expression pattern: the maternal protein is abundant in the developing egg chambers and in the early embryos, while the zygotic protein appears later in development and is localized specifically in the testes of the males.'?",False,https://www.healthline.com/human-body-maps/inferior-colliculus
10600962,PPY part of Mothers,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,Is the triple 'PPY part of Mothers' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,True,https://www.frontiersin.org/articles/10.3389/fcell.2023.1240481/full
10600997,Cells part of Nurses,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,Is the triple 'Cells part of Nurses' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,True,https://en.wikipedia.org/wiki/Nurse_cell
10601037,Cytoplasm location of PPY,153,The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.,Is the triple 'Cytoplasm location of PPY' supported by the sentence: 'The maternal PPYR1 is localized in the cytoplasm of the follicular and nurse cells and is deposited as a ribonucleoprotein complex in the oocyte.'?,True,https://www.uniprot.org/uniprotkb/P01298/entry
10601150,Cytoplasm part of Spermatocytes,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.","Is the triple 'Cytoplasm part of Spermatocytes' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?",True,https://www.frontiersin.org/articles/10.3389/fvets.2023.1188479/full
10601184,Inferior Colliculus location of PPY,155,"Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.","Is the triple 'Inferior Colliculus location of PPY' supported by the sentence: 'Zygotic PPYR1 is expressed exclusively in the testes, predominantly in the cytoplasm of the spermatocytes.'?",False,https://www.healthline.com/human-body-maps/inferior-colliculus#1
10601265,Cell Nucleus part of Cells,156,PPY is localized in the nuclei of the same cells.,Is the triple 'Cell Nucleus part of Cells' supported by the sentence: 'PPY is localized in the nuclei of the same cells.'?,True,https://biologydictionary.net/cell-parts-and-functions/
10601441,Column location of Diastasis,160,"Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.","Is the triple 'Column location of Diastasis' supported by the sentence: 'Phenacetin was chosen as the internal standard, and the separation was achieved on a C18 column with methanol and 0.02 M phosphate buffer (pH 3.2) as mobile phase.'?",False,https://radiopaedia.org/articles/diastasis-recti
10601592,Drug Kinetics process of Rattus norvegicus,163,This method can be used to study the pharmacokinetics of AKF-PD in rat.,Is the triple 'Drug Kinetics process of Rattus norvegicus' supported by the sentence: 'This method can be used to study the pharmacokinetics of AKF-PD in rat.'?,True,https://www.journal-imab-bg.org/issues-2022/issue3/vol28issue3p4525-4531.html
10601714,Glycosaminoglycans is a Polysaccharides,165,"Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.","Is the triple 'Glycosaminoglycans is a Polysaccharides' supported by the sentence: 'Complex polysaccharides, glycosaminoglycans (GAGs), are a class of ubiquitous macromolecules exhibiting a wide range of biological functions.'?",True,https://www.frontiersin.org/articles/10.3389/fmolb.2021.639666/full
10601803,Extracellular Matrix location of Proteoglycan,166,They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.,Is the triple 'Extracellular Matrix location of Proteoglycan' supported by the sentence: 'They are widely distributed as sidechains of proteoglycans (PGs) in the extracellular matrix and at cellular level.'?,True,https://www.frontiersin.org/articles/10.3389/fcell.2021.760532/full
10601941,GAG Gene converts to Glycosaminoglycans,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.","Is the triple 'GAG Gene converts to Glycosaminoglycans' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",True,https://www.frontiersin.org/articles/10.3389/fcell.2021.709018/full
10601994,GAG Gene converts to Oligosaccharides,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.","Is the triple 'GAG Gene converts to Oligosaccharides' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",True,https://link.springer.com/chapter/10.1007/978-3-662-63123-2_41
10602026,Electrophoresis uses Structural analysis,168,"Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.","Is the triple 'Electrophoresis uses Structural analysis' supported by the sentence: 'Analytical electrophoretic separation techniques, including agarose-gel, capillary electrophoresis (HPCE) and fluorophore-assisted carbohydrate electrophoresis (FACE), of GAGs and GAG-derived oligosaccharides have been employed for the structural analysis and quantification of hyaluronic acid (HA), chondroitin sulfate (CS), dermatan sulfate (DS), keratan sulfate (KS), heparan sulfate (HS), heparin (Hep) and acidic bacterial polysaccharides.'?",True,https://sciencing.com/list-applications-electrophoresis-5606215.html
10602109,Enzymes interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.","Is the triple 'Enzymes interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",True,https://www.frontiersin.org/articles/10.3389/fmolb.2021.639666/full
10602147,Chemicals interacts with Glycosaminoglycans,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.","Is the triple 'Chemicals interacts with Glycosaminoglycans' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",False,https://www.frontiersin.org/articles/10.3389/fmolb.2021.639666/full
10602185,Glycosaminoglycans converts to Disaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.","Is the triple 'Glycosaminoglycans converts to Disaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",True,https://europepmc.org/article/MED/23234263
10602215,Glycosaminoglycans converts to Oligosaccharides,169,"Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.","Is the triple 'Glycosaminoglycans converts to Oligosaccharides' supported by the sentence: 'Furthermore, recent developments in the electrophoretic separation and detection of unsaturated disaccharides and oligosaccharides derived from GAGs by enzymatic or chemical degradation have made it possible to examine alterations of GAGs with respect to their amounts and fine structural features in various pathological conditions, thus becoming applicable for diagnosis.'?",True,https://link.springer.com/chapter/10.1007/978-3-662-63123-2_41
10602419,Diabetes process of Patients,173,"Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.","Is the triple 'Diabetes process of Patients' supported by the sentence: 'Aim of this study was to set up a method by capillary electrophoresis to detect lactulose and mannitol in urine after an oral load, and to estimate the intestinal permeability in controls and in type I diabetes patients.'?",True,https://www.cdc.gov/diabetes/basics/type2.html
10602491,Detection uses Sorbate,174,"The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.","Is the triple 'Detection uses Sorbate' supported by the sentence: 'The underivatized carbohydrates were monitored by indirect UV detection using sorbate, cetyltrimethylammonium bromide and LiOH as background electrolyte.'?",True,https://www.pharmatutor.org/articles/review-on-determination-preservatives-food-stuffs-different-analytical-methods
10602733,Atrial Flutter is a Tachycardia,182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.","Is the triple 'Atrial Flutter is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",True,https://www.lecturio.com/concepts/atrial-flutter/
10602764,"Tachycardia, Ectopic Atrial is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.","Is the triple 'Tachycardia, Ectopic Atrial is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",True,https://litfl.com/atrial-tachycardia-ecg-library/
10602804,"Tachycardia, Ectopic Junctional is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.","Is the triple 'Tachycardia, Ectopic Junctional is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",True,https://academic.oup.com/eurheartj/article/19/6/936/406303
10602837,"Tachycardia, Ventricular is a Tachycardia",182,"It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.","Is the triple 'Tachycardia, Ventricular is a Tachycardia' supported by the sentence: 'It should be distinguished from other types of tachycardia - such as atrial flutter, atrial ectopic tachycardia, permanent junctional re-entry tachycardia, and ventricular tachycardia.'?",True,https://www.mayoclinic.org/diseases-conditions/ventricular-tachycardia/symptoms-causes/syc-20355138
10603013,"PTH protein, human|PTH associated with osteosarcoma",187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.","Is the triple 'PTH protein, human|PTH associated with osteosarcoma' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?",True,https://www.frontiersin.org/articles/10.3389/fvets.2021.637614/full
10603029,osteosarcoma is a Malignant Neoplasms,187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.","Is the triple 'osteosarcoma is a Malignant Neoplasms' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?",True,https://www.mayoclinic.org/diseases-conditions/osteosarcoma/symptoms-causes/syc-20351052
10603069,"PTH protein, human|PTH associated with Malignant Neoplasms",187,"The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.","Is the triple 'PTH protein, human|PTH associated with Malignant Neoplasms' supported by the sentence: 'The American Food and Drug Administration approval of parathyroid hormone (PTH) administration for osteoporosis as well as the possibility for its future therapeutic applications requires an examination of the suggested association between PTH and cancer, particularly osteosarcomas.'?",True,https://www.frontiersin.org/articles/10.3389/fvets.2021.637614/full
