SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
6423,,,,,"This paper describes the results of a 3-year project that aimed to: (a) learn about the sexual abuse experiences of people who use AAC; (b) provide educational forums and resources on topics relating to sexual abuse for adults who use AAC; (c) define implications in risk reduction for various community service workers who support people who use AAC (e.g., attendant service providers, abuse counselors, sexual health educators, police, victim assistance services, legal professionals, and health care professionals); and (d) make recommendations to parents, educators, service providers, and consumer advocacy organizations about their roles in reducing the risk of abuse for youth and adults who use AAC.",,,,
6424,,,,,"METHODS: Integrated care consisted of screening for psychiatric problems with Alcohol Use Disorders Identification Test-Consumption (AUDIT-C), Beck Depression Inventory (BDI), Urine Drug Screen (UDS), and Primary Care Posttraumatic Stress Disorder (PC-PTSD) screens, referral based on specified cutoff scores to an established mental health (MH) provider, to a colocated psychiatric clinical nurse specialist (PCNS), or both.",,,,
6425,,,,,Anesthetists and other providers are seeing an increased demand for sedation or anesthesia for challenging patients undergoing diagnostic procedures.,,,,
6426,,,,,"Regular continuous care from the same primary care provider displayed an independent association with early diagnosis of HNCA when the anatomic site was the oral cavity and the provider was an internist, but not when the provider was a general or family physician.",,,,
6427,,,,,BACKGROUND: Resident physicians are frontline providers with a unique vantage point from which to comment on patient safety-related events.,,,,
6428,,,,,Flexible client-driven case management may be experienced positively by case managers and other providers.,,,,
6429,,,,,"With the numerous new procedures and techniques that have emerged and continue to develop in our field, we expect that dermatologists will continue to be providers of medical, as well as surgical, care for the skin.",,,,
6430,,,,,"On average about 35% (405/1169) of those who reported having been ill during the previous 15 days in both age groups chose self-care/self-treatment; for both age groups the most commonly consulted type of provider was a paraprofessional such as a village doctor, a medical assistant or a community health worker.",,,,
6431,,,,,Occupational therapists are the major allied health providers that address the role fatigue plays in MS patients.,,,,
6432,,,,,"The most common barrier was a shortage of providers, particularly anesthesiologists.",,,,
6433,,,,,"Of all providers, paramedics were significantly worse estimators of patient weight than other providers.",,,,
6434,,,,,"When the term caregiver is used, one most often thinks about family caregivers and other informal providers of assistance to impaired individuals.",,,,
6435,,,,,Family physicians willing to consider resuming obstetrics were more concerned about the overall number of obstetric providers in their area.,,,,
6436,,,,,"This article describes the development and pilot testing of the Good-Fit Measure (GFM), a measure that public health nurses and other providers involved with planning multidisciplinary violence prevention efforts can use.",,,,
6437,,,,,"METHODS: Eligible providers were psychiatrists, psychologists, social workers, physician assistants, registered or licensed practical nurses or other providers (psychology technicians, addiction therapists, nursing assistants, rehabilitation, recreational, occupational therapists) who were providing care in mental health services.",,,,
6438,,,,,"Cardiologists and other providers routinely caring for older patients with CHF may improve outcomes in this high-risk population by better recognizing non-CHF conditions, which may complicate traditional CHF management strategies.",,,,
6439,,,,,"MAIN OUTCOME MEASURES: Claims submitted by optometrists, ophthalmologists, or other providers of eye care for subjects with diabetes, glaucoma, or age-related macular degeneration (ARMD).",,,,
6440,,,,,"MAIN OUTCOME MEASURES: Claims submitted by optometrists, ophthalmologists, or other providers of eye care for subjects with diabetes, glaucoma, or age-related macular degeneration (ARMD).",,,,
6441,,,,,"Even though just 12 percent of the two main providers participating in the plan are denturists, nearly 22 percent of plan patients attended denturists rather than dentists for their complete dentures.",,,,
6442,,,,,"Furthermore, midwives should be promoted as providers of reproductive health care.",,,,
6443,,,,,"64% of the respondents were nurse practitioners, 19% were physicians, 7% were physician assistants, 5% were registered nurses, and 5% were other types of providers.",,,,
6444,,,,,"The providers were attending physicians, nurse practitioners, and medical residents associated with the Department of Medicine teaching program.",,,,
6445,,,,,"Data indicated that there is a scarcity of rehabilitation professionals (i.e., physiatrists, mental health providers, rehabilitation therapists),facilities (i.e., hospitals offering comprehensive rehabilitation therapies), and services (i.e., support groups) in rural areas of the study state.",,,,
6446,,,,,"By becoming knowledgeable about complementary and alternative nutraceuticals and the nutritional needs of people with cancer, communicating with empathy and patience, and involving dietitians, pharmacist, and other professional providers as needed, oncology nurses can provide accurate information and support for people with cancer and their families.",,,,
6447,,,,,"Outcome measures included caregiver, provider, and community agency satisfaction.",,,,
6448,,,,,"Pediatricians and other child health care providers can advocate for a safer media environment for children by encouraging media literacy, more thoughtful and proactive use of media by children and their parents, more responsible portrayal of violence by media producers, and more useful and effective media ratings.",,,,
6449,,,,,"In welfare states, no typical user of health care services is only a patient; and no typical provider of these services is simply a doctor, nurse or paramedic.",,,,
6450,,,,,The severity of the disease may necessitate that the pediatric nephrologist be the adolescent's main medical provider and the most available physician to screen for adolescent health risk behaviors.,,,,
6451,,,,,A series of focus group meetings were run with providers and users of the services to identify the appropriate dimensions of service quality.,,,,
6452,,,,,"The selection of HRQOL domains to be included was based on: (1) a structured literature review of 47 articles describing 53 different instruments; (2) content analysis of five focus groups with HD and PD patients, nephrologists, and other providers; (3) a survey of 110 dialysis providers about features of different modalities that affect patient HRQOL; and (4) a semistructured survey of 25 patients with ESRD on the effects of dialysis on functioning and HRQOL.",,,,
6453,,,,,"Providers are public health services, independent pharmacists, independent ambulatory care professionals, and hospitals and geriatric care facilities.",,,,
6454,,,,,The patient is more relaxed since they know that their provider during labor is also one of their surgeons for the cesarean section.,,,,
6455,,,,,"For 66.6% of subjects, a chiropractor was the only provider for their current complaint.",,,,
6456,,,,,"Using data from the 1996 National Survey of Psychiatric Practice from the American Psychiatric Association (APA), the authors updated information on psychiatrists who are high geriatric providers (HGPs).",,,,
6457,,,,,This chapter is intended to help primary care physicians and other providers of health care to adolescents to become more knowledgeable about the management of soft tissue injuries.,,,,
6458,,,,,"Providers must be multidisciplinary specialists, and, unlike acute care providers, they must approach the client from the position of a guest in the home.",,,,
6459,,,,,We also compared the children's patterns of care by provider (general dentists versus pediatric dentists).,,,,
6460,,,,,"CONCLUSIONS: These few cases illustrate some important observations that indicate that there will occur an increase in the detail, role delineation, and clarification of the prehospital providers, medical directors, base-station physicians, and others who provide direct medical control to prehospital EMS providers.",,,,
6461,,,,,A recent court action involving dentists is instructive on the issues for all providers.,,,,
6462,,,,,Tenure or the process for attaining it is not appropriate for health professionals who intend to be providers of health care.,,,,
6463,,,,,"In the health centre, the care provider was usually a general practitioner or a public health nurse, whereas in private care the providers were gynaecologists.",,,,
6464,,,,,"The use of nonphysician providers, such as nurse practitioners, physician assistants, and certified nurse midwives, in rural areas is critically important due to the continued primary care access problems.",,,,
6465,,,,,"The analysis indicates that even in rural areas of high physician supply, access to pediatricians and emergency rooms for many children remains limited, and family physicians are the dominant medical providers for children.",,,,
6466,,,,,"Moreover, HMOs make greater use of nonphysician providers such as nurse practitioners and physician assistants.",,,,
6467,,,,,"Moreover, HMOs make greater use of nonphysician providers such as nurse practitioners and physician assistants.",,,,
6468,,,,,Innovation and creativity are key ingredients in our approach to ensuring rural nurse providers for the future.,,,,
6469,,,,,CONCLUSIONS: The implementation of practice guidelines could result in an increased need for rural health care physicians or other providers.,,,,
6470,,,,,METHODS: Consecutive outpatients referred for sigmoidoscopy were assigned to have the procedure performed by the first available provider.,,,,
6471,,,,,PATIENTS/PARTICIPANTS: Clinic providers were randomized to a control group (n = 35) or intervention group (n = 36).,,,,
6472,,,,,"Clinicians' (physicians, physician assistants, nurse practitioners) and pharmacists' reported barriers to assessment, recommendation, administration, referral, and documentation, provider vaccination practices, and perceptions regarding their adult patients' attitudes toward vaccines were evaluated.",,,,
6473,,,,,"These data were cross-referenced with the entire cohort of practicing obstetricians and gynecologists, who were identified using the National Provider Identification database, because not all practicing ob-gyns received payments.",,,,
6474,,,,,"These data were cross-referenced with the entire cohort of practicing obstetricians and gynecologists, who were identified using the National Provider Identification database, because not all practicing ob-gyns received payments.",,,,
6475,,,,,Nine focus groups were conducted with a medically underserved patient population and qualitative interviews were administered to their medical providers.,,,,
6476,,,,,"Low adherence was significantly associated with: lower age, being of Hispanic origin or African-American, having difficulty with healthcare, medication or transportation costs, needing the support of others to access primary care, health limiting activity, using multiple providers, infrequent visits to primary care providers and visiting an emergency department >3 times in last 12 months.",,,,
6477,,,,,"Low adherence was significantly associated with: lower age, being of Hispanic origin or African-American, having difficulty with healthcare, medication or transportation costs, needing the support of others to access primary care, health limiting activity, using multiple providers, infrequent visits to primary care providers and visiting an emergency department >3 times in last 12 months.",,,,
6478,,,,,Outcome of Pediatric Forearm Fracture Reductions Performed by Pediatric Emergency Medicine Providers Compared With Reductions Performed by Orthopedic Surgeons: A Retrospective Cohort Study.,,,,
6479,,,,,RESULTS: Health care seeking for a sick child was described as a complex process influenced by multiple carers using multiple providers.,,,,
6480,,,,,Prenatal care providers have many resources and tools to incorporate weight and other health behavior counseling into routine prenatal practices.,,,,
6481,,,,,"CONCLUSION: Urologists are increasingly using APPs as assistants in surgery, particularly in robotic and laparoscopic operations.",,,,
6482,,,,,"Because of the traumatic experiences that victims of human trafficking encounter, the needs of victims are extensive and require the services of several providers, including health care providers, for victims to transform into survivors and thrivers.",,,,
6483,,,,,Survey questions were pilot tested with multidisciplinary providers in San Francisco.,,,,
6484,,,,,"Women with autonomy in healthcare, visiting friends or relatives, making household purchases and spending money earned were associated with a higher likelihood of receiving care from skilled providers during antenatal care and delivery.",,,,
6485,,,,,"Women with autonomy in healthcare, visiting friends or relatives, making household purchases and spending money earned were associated with a higher likelihood of receiving care from skilled providers during antenatal care and delivery.",,,,
6486,,,,,Outpatient treatment cost was higher in the private sector and when using multiple providers of care.,,,,
6487,,,,,"If contraceptive technologies are developed with an understanding of the contexts in which they will be delivered and an appreciation of end-users' needs and perspectives, they are more likely to be accepted by service providers and used by clients.",,,,
6488,,,,,"Students have generally reported that their placements in mental health settings have been positive and valuable experiences, but have raised concerns about the amount of support they received from education providers and healthcare staff.",,,,
6489,,,,,"These include providing families with written medical summaries to give to adult providers, compiling lists of available adult providers or community resources, coordinating care and communication between individual pediatric and adult providers, making transition-specific appointments, and using checklists to track transition progress.",,,,
6490,,,,,In-depth interviews were conducted with 20 family members who used one long-term care service provider in Australia.,,,,
6491,,,,,OBJECTIVE: Little is known about prevention-focused counseling health providers deliver to parents of adolescents.,,,,
6492,,,,,OBJECTIVES: An email survey of US IBCLCs (N = 10 495) in March 2011 was used to explore frequencies of (1) submission--how often lactation consults were submitted to insurance providers for reimbursement and (2) recognition--the proportion of submitted charges recognized by insurance providers.,,,,
6493,,,,,The mentor instructed the NP on probe position and US machine settings and provided real-time guidance and image interpretation via encrypted video conferencing software using an Internet service provider.,,,,
6494,,,,,"Because there is increasing demand for critical care providers in the United States, many medical ICUs for adults have begun to integrate nurse practitioners and physician assistants into their medical teams.",,,,
6495,,,,,"RESULTS: Reimbursement of service fees (adjusted odds ratio (aOR) 1.49, p < 0.001) and CBI contributions for medical supplies and equipment (aOR 1.47, p < 0.001) had the strongest effect on whether the health workers chose a given provider payment mechanism.",,,,
6496,,,,,"OBJECTIVES: The aim was to evaluate whether contracted private practitioners assess required treatment more extensive, demanding and economically more rewarding than mainly salaried public sector dentists and to estimate the cost consequences of using these alternative providers.",,,,
6497,,,,,"SUBJECTS: The subjects were outpatient adults living with HIV (n=32) who were receiving care through HIV clinics, community agencies, and HIV providers.",,,,
6498,,,,,"The Japanese version of the Measure of Processes of Care for Service Providers and the Japanese version of the Measure of Beliefs about Participation in Family-Centered Service were administered to the staff nurses to assess their practise of FCC and their beliefs about FCC, respectively.",,,,
6499,,,,,"Mothers in the highest wealth quintile were significantly more likely to use modern trained providers for antenatal care, birth attendance, post natal care and child health care than those in the poorest quintile (chi2, p < 0.01).",,,,
6500,,,,,"CONCLUSIONS: Icelanders use CAM providers to a considerable degree, and CAM use has increased in recent years.",,,,
6501,,,,,Inpatient administration of midazolam and fentanyl by trained pediatric providers is safe and effective for invasive procedures in children and adolescents with ALL.,,,,
6502,,,,,This paper describes the use of participatory design methods in the development of a nurse-administered online patient-provider communication (OPPC) service that is designed to be integrated into routine clinical practice.,,,,
6503,,,,,OBJECTIVES: To determine whether the quality of tube thoracostomies performed by advanced practice providers is comparable to that performed by trauma surgeons and to ascertain whether the complication rates attributable to tube thoracostomies differ on the basis of who performed the procedure.,,,,
6504,,,,,"To offer the treatments for depression preferred by many older adults, clinical providers and researchers have called for the creation of integrative psychosocial care options in primary care, using mental health providers working in collaboration with medical providers.",,,,
6505,,,,,"The total volume and overall share of the two modalities and nine aforementioned categories were calculated for each year for radiologists, emergency medicine physicians, other nonradiologists, and multispecialty groups using the Medicare provider and location-of-service codes.",,,,
6506,,,,,"The total volume and overall share of the two modalities and nine aforementioned categories were calculated for each year for radiologists, emergency medicine physicians, other nonradiologists, and multispecialty groups using the Medicare provider and location-of-service codes.",,,,
6507,,,,,Government transparency initiatives can help those who are uninsured or want to use out-of-network providers with data on prices and all patients by gathering and disseminating data on quality.,,,,
6508,,,,,"PURPOSE: A study was conducted to identify discrepancies between medication histories taken by emergency department (ED) providers (physicians, nurses, and medical students) and medication histories taken by clinical pharmacists.",,,,
6509,,,,,"Although it is unlikely that high-volume Medicare Part B medication providers, such as oncologists, will use a CAP provider, it is likely that busy primary care physicians and other specialists not usually involved in providing medications in their offices now may start to take advantage of this valuable service.",,,,
6510,,,,,The AAI used two complementary methodologies to obtain critical input from Arkansas providers and their communities: focus groups of healthcare providers and community members and surveys administered to older adults.,,,,
6511,,,,,More attention should be paid to encouraging patients and caregivers to actively seek information to supplement the information given by professional stroke care-providers.,,,,
6512,,,,,"Among all uninsured people, those with lower-incomes, racial/ethnic minorities and people living closer to safety net providers are more likely to know of or use a safety net provider for medical care.",,,,
6513,,,,,"Among all uninsured people, those with lower-incomes, racial/ethnic minorities and people living closer to safety net providers are more likely to know of or use a safety net provider for medical care.",,,,
6514,,,,,CONCLUSIONS: A substantial number of insured cancer patients will use alternative providers if they are given the choice.,,,,
6515,,,,,A brief self-report survey was collected from all eligible providers at ten VHA facilities in late 1998 (N = 997).,,,,
6516,,,,,There are few quantitative studies on the characteristics of homeless persons who use faith-based social service providers.,,,,
6517,,,,,"We conclude that, in Kerala, disease severity and economic status predict whether children with acute respiratory infection or diarrhea are taken to medical providers.",,,,
6518,,,,,PROBLEM: To determine if mental health care providers delivering culturally responsive care to American Indians experiencing severe and persistent mental illness.,,,,
6519,,,,,This network was founded to guarantee that medical services can only be used via service providers belonging to the network.,,,,
6520,,,,,"Further, for respondents using the fee-for-service providers, levels of use were not related to need, whereas at the free clinic there was an inverse relationship between income and consultation rates.",,,,
6521,,,,,Sixty-seven percent of the women felt the support received from medical providers were not adequate.,,,,
6522,,,,,This program is intended to address the complex needs of patients with type 2 diabetes mellitus by using specific physician-provider and patient interventions.,,,,
6523,,,,,"The greatest market opportunity for PPOs is to offer the plan as an alternative within the company's existing indemnity plan, wherein employees who use the preferred providers are exempt from at least a portion of the coinsurance and deductible requirements.",,,,
6524,,,,,"The modal treatment was outpatient, individual psychotherapy administered by a mental health provider.",,,,
6525,,,,,"If a provider typically uses watchful waiting with repeat Papanicolaou smears for all patients who have low-grade cytologic findings, cervicography will substantially increase the use of colposcopy.",,,,
6526,,,,,"Among never users, 33.1% reported considering HRT, only 46.6% discussing it with their provider, and 5.0% being given an HRT prescription they did not fill.",,,,
6527,,,,,Relationship between the volume of total hip replacements performed by providers and the rates of postoperative complications in the state of Washington.,,,,
6528,,,,,"The intended audience includes professionals such as psychologists, clinical psychophysiologists, and other mental health-care providers who use biofeedback techniques.",,,,
6529,,,,,"In Australia, providers with the Family Planning Association of Victoria randomly enrolled 240 women 15-33 years old, into either a group receiving the combined oral contraceptive (OC) with a progestin of 500 mg norethisterone (Brevinor) or a group receiving the OC with 150 mcg levonorgestrel (Nordette 30) to compare the 2 OCs' clinical effects.",,,,
6530,,,,,"In Australia, providers with the Family Planning Association of Victoria randomly enrolled 240 women 15-33 years old, into either a group receiving the combined oral contraceptive (OC) with a progestin of 500 mg norethisterone (Brevinor) or a group receiving the OC with 150 mcg levonorgestrel (Nordette 30) to compare the 2 OCs' clinical effects.",,,,
6531,,,,,"The researchers surmised that, since pain and bleeding are common clinical features of IUD use a endometriosis, providers removed the IUD rather than perform a laparoscopy or laparotomy to detect endometriosis, thereby accounting for the apparent protective effect.",,,,
6532,,,,,Many providers perform cardiovascular procedures at levels below the recommended threshold for maintenance of clinical competence.,,,,
6533,,,,,"These results suggest that, if providers used buffered lidocaine, women who were apprehensive about insertion pain might be more likely to accept the Norplant system for contraception.",,,,
6534,,,,,Providers as predictors: using outcome predictions in intensive care.,,,,
6535,,,,,Our goal is to support providers to enable them to give comprehensive care throughout the lifespan of people with cystic fibrosis.,,,,
6536,,,,,"We estimated associations of NH, provider, and resident characteristics with deprescribing bisphosphonates using competing risks regression models.",,,,
6537,,,,,We conclude that relatively inexperienced providers can learn to perform the cephalic vein cutdown at the wrist on fresh cadavers with similar speed and success as that for the saphenous vein cutdown at the ankle.,,,,
6538,,,,,"The testicular prosthesis can be an afterthought for providers when performing an orchiectomy for testicular cancer, torsion, atrophic testis, or trauma.",,,,
6539,,,,,Direct ophthalmoscopy was performed by an emergency department provider for 19 (15.4%) patients.,,,,
6540,,,,,"RESULTS: While most providers adhered to recommendations with 58,693 lipase-only tests ordered and performed, 86% of amylase tests were performed concurrently with lipase.",,,,
6541,,,,,Many providers use Tdap instead of Td.,,,,
6542,,,,,"Measurement-based care (MBC), a mechanism through which feedback is given to providers and patients, is increasingly being used in mental health care and has a number of benefits.",,,,
6543,,,,,"While trans participants' main source of health information is their HIV provider, providers are likely to communicate non-affirmative rhetoric that negatively impacts trans women's decision to take FHT and ART.",,,,
6544,,,,,"Quantitative monitoring of neuromuscular blockade is an alternative tool to peripheral nerve stimulation to guide neuromuscular blockade; however, it is rarely used by providers.",,,,
6545,,,,,"Child BMI, TV watching and all meals given by the childcare provider were associated with a more pro-inflammatory diet (P < 0.05), whereas breastfeeding and family meals at home were associated with a more anti-inflammatory diet (P < 0.04).",,,,
6546,,,,,"The main activities are organizing and training a national team of mentors (including senior midwives, obstetricians, and pediatricians) in clinical mentoring, deploying them to mentor all health providers (mentees) performing maternal and newborn health (MNH) services, and providing in-service training in routine and Emergency Obstetrical and Newborn Care (EmONC) to the mentees in health facilities over an 18-month period.",,,,
6547,,,,,Ninety-six percent of providers reported performing sleep studies in infants with 53% performing more than 30 studies per year.,,,,
6548,,,,,"Because herbal medicines have the potential to adversely react with medications used in the perioperative period, anesthesia providers should be aware of the purported uses of common herbal supplements, potential drug interactions with these medicines or possible contaminants, and the anesthetic implications for patients who use these medicines.",,,,
6549,,,,,"Non-invasive capnography is occasionally used by prehospital providers, but not applied inside hospital walls.",,,,
6550,,,,,Hysterectomy for endometrial cancer was performed by 368 providers in Florida (range of 2-244 surgeries).,,,,
6551,,,,,CONCLUSION: Trained HIV testing providers are crucial for FP clinics to perform any HTC.,,,,
6552,,,,,"Using a population-based cohort of children diagnosed with EoE in Utah, we assessed adherence to guidelines across multiple provider types, including academic pediatric gastroenterologists (PGIs), private practice PGIs, and adult-trained providers performing endoscopy in children.",,,,
6553,,,,,Our providers were reluctant to prescribe AC after bleeding and in other common situations where use of AC may be appropriate.,,,,
6554,,,,,"While general medical examinations are not provided for under Chinese law, businesses are obligated to bring in external providers of occupational safety to perform special medical exams and working environment measurements.",,,,
6555,,,,,"Inability to access laboratory results in a timely manner, lack of leadership awareness of OPAT value, and failure to communicate with other providers administering OPAT were reported as the most challenging aspects of OPAT care.",,,,
6556,,,,,Providers may be reluctant to perform tracheostomies on patients during ECMO due to their tenuous clinical status and systemic anticoagulation.,,,,
6557,,,,,"Therefore, education and counseling by medical providers regarding varying levels of harm related to use of NRT and nicotine/tobacco products should be included in the routine healthcare of pregnant smokers.",,,,
6558,,,,,"Therefore, education and counseling by medical providers regarding varying levels of harm related to use of NRT and nicotine/tobacco products should be included in the routine healthcare of pregnant smokers.",,,,
6559,,,,,RESULTS: All parents (100%) stated early diagnosis or high risk for CP classification was beneficial compared with only 50% of providers who often gave early CP diagnoses before 12 months.,,,,
6560,,,,,"METHODS: In a parallel mixed methods approach, we compared coordination of care of VA providers who formally engage the ECOE system to VA providers outside the ECOE system using SNA and RC.",,,,
6561,,,,,"The diagnostic and predictive information produced by genomic sequencing may impact medical management, and it is critical that providers and institutions are able to use this information appropriately for patient care.",,,,
6562,,,,,"Hospitals and providers should use a universal precautions approach and routinely incorporate health-literacy-informed strategies in communicating with all patients and families to ensure that they can understand health information, follow medical instructions, participate actively in their own/their child's care, and successfully navigate the health care system.",,,,
6563,,,,,"Over the 4-year period, there was a steady increase seen in the number of patients undergoing ablation, number of ablations performed, number of providers performing ablation, average amount of ablations being performed as well as the number and proportion of providers performing more than ablations per patient.",,,,
6564,,,,,"Objective: Using a risk-based approach for guiding CKD care in the primary care setting, the objective of the study is to develop, implement, and evaluate tools that can be used by patients and providers.",,,,
6565,,,,,An educational workshop providing strategies aimed at reducing stimulant diversion was developed and delivered to providers and staff across all practices (50% pediatric; 50% family medicine).,,,,
6566,,,,,"Meta-analysis found higher rates of continuation with self-administration compared with provider administration in three RCTs (RR: 1.27, 95% CI 1.16 to 1.39) and three controlled cohort studies (RR: 1.18, 95% CI 1.10 to 1.26).",,,,
6567,,,,,Conclusion: Providers using focused echocardiography to evaluate cardiac arrest patients should consider initiating scans at the start of compressions to identify the optimal location for compression delivery and to detect inadequate compressions.,,,,
6568,,,,,"For more than two decades, the private sector in the Sudan (henceforth, Sudan), including non-governmental organisations and for-profit providers, has played a key role in delivering immunisation services, especially in the conflict-affected Darfur region and the most populated Khartoum state.",,,,
6569,,,,,A total of 32.6% of respondents (251 of 769) provided feedback on unsatisfactory rates for nonpathology providers who performed FNA.,,,,
6570,,,,,"CONCLUSION: Due to the substantial resources used to provide SUD treatment, knowledge about recovery capital, like psychosocial factors that facilitate coping behaviour and reintegration to society, should be standardised and used by SUD treatment providers.",,,,
6571,,,,,"Dementia patients included 33% with late stage dementia, 25% received additional care from a mental health provider, 23% took antipsychotic medications, 19% transitioned to a higher level of care, and 19% expired an average of 10.2 months following consultation.",,,,
6572,,,,,"METHODS: 2,540 smokers were recruited from a large quitline provider and then randomized to receive proactive smoking cessation behavioral counseling without or with two versions of weight management counseling.",,,,
6573,,,,,Safety of non-anesthesia provider administered propofol sedation in endoscopic procedures: A cautionary note.,,,,
6574,,,,,It is important to make the appropriate diagnosis when skin lesions are found in returning travelers and emergency providers should take broad differential diagnosis into consideration.,,,,
6575,,,,,"CONCLUSIONS: Only 56.8% of Alabama obstetrics providers reported using azithromycin for CD, which is both effective and cost saving for prevention of surgical site infections.",,,,
6576,,,,,"In selected studies, emergency medicine providers performed ophthalmoscopy in 14% of patients, with roughly 10% of those patients having erroneous findings.",,,,
6577,,,,,An anesthesia provider who was blinded to ultrasound depth measurements performed epidural analgesia at one of the ultrasound identified insertion points and recorded the Tuohy needle depth at loss-of-resistance.,,,,
6578,,,,,CONCLUSIONS: This review and meta-analysis shows no differences between acute care given by advanced practice providers compared with physician resident/fellows measured as length of stay or mortality.,,,,
6579,,,,,The specialty backgrounds of the various providers who performed mechanical thrombectomy were analyzed.,,,,
6580,,,,,Methods: Data from 2014 for all providers performing primary shoulder arthroplasty (Current Procedural Terminology codes 23470 and 23472) and revision procedures (Current Procedural Terminology codes 23473 and 23474) were identified using the Medicare Physician and Other Supplier Public Use File for 2016.,,,,
6581,,,,,"Over this time period, the number of providers performing atherectomy increased 25.7%, with the highest quintile of atherectomy providers performing an average of 263 cases (range 109-1,455).",,,,
6582,,,,,"METHODS: Using Centers for Medicare & Medicaid Services Provider Utilization and Payment Data Public Use Files from 2013 to 2015, we identified providers who performed diagnostic angiography (DA), percutaneous transluminal angioplasty (PTA), stent placement (stent), and atherectomy, and procedures were aggregated at the provider level.",,,,
6583,,,,,"In 2015, the Advisory Committee on Immunization Practices recommended that parents of teens talk to their provider about receiving MenB vaccine, rather than issuing a routine recommendation.",,,,
6584,,,,,"CONCLUSIONS: Providers use succinylcholine commonly, including during difficult mask ventilation.",,,,
6585,,,,,"Results: From 2012 to 2014, the number of providers performing more than 10 open fasciectomies decreased from 141 to 131.",,,,
6586,,,,,There was a statistically significant increase in the number of providers and nurses who would feel comfortable using PAST for shoulder dystocia management and for rotational maneuvers.,,,,
6587,,,,,"Eighty-three percent of clients with unmet MHSU needs indicated that they were comfortable discussing MHSU concerns with an STI clinic provider, and 94% expressed desire to receive MHSU assessments, referrals, or counseling in the STI clinic.",,,,
6588,,,,,"The current study presents the psychometric evaluation of scores from the Perceptions of Overarching Cross-System Collaboration-Child Welfare and Behavioral Health Systems (POCSC-CW/BH), a 6-item self-report instrument completed by system administrative leadership and direct service providers, administered within child welfare and children's behavioral health systems in 6 California counties.",,,,
6589,,,,,"In >80% of encounters, provider's showed no or minimal effort when discussing whether to perform a CT scan.",,,,
6590,,,,,"Providers had reservations about giving anti-malarials presumptively as IPTp, due to concerns of causing potential harm to mother and baby and as a possible driver of drug resistance.",,,,
6591,,,,,"Ophthalmoscopy Trial Outcomes in the Emergency Department studies have demonstrated that emergency providers perform substantially better with fundus photography than direct ophthalmoscopy, but our web-based, in-service training did not result in further improvements at our institution.",,,,
6592,,,,,"RECENT FINDINGS: Organs that many providers were previously unwilling to use for transplantation, including kidneys with a high Kidney Donor Profile Index or from increased risk donors who have risk factors for window period hepatitis C virus (HCV) and HIV infection, have been shown to provide a survival benefit to transplant waitlist candidates compared with remaining on dialysis.",,,,
6593,,,,,We encourage clinical researchers and professional organizations to evaluate primary HPV screening among women with disabilities to advise providers about how to best perform cervical cancer screening without the need for a speculum examination.,,,,
6594,,,,,We sought to describe anticoagulation practice variability among providers performing cardiac catheterization in children and adults with CHD.,,,,
6595,,,,,Nonsteroidal anti-inflammatory drugs (NSAIDs) commonly are used by providers and patients to treat acute injuries.,,,,
6596,,,,,"CONCLUSION:  Most providers are administering late preterm steroids to all women, even those populations who have been excluded from previous trials.",,,,
6597,,,,,"CONCLUSION: Many mothers in this study withhold or misinform providers about their obstetric, reproductive and social information as a way to avoid receiving disrespectful maternal care and protect their privacy.",,,,
6598,,,,,"Providers intervened on 85% with gait impairment, 97% with orthostatic hypotension, 82% with vision impairment, 90% taking inadequate vitamin D, 75% with foot issues, and 22% on high-risk medications.",,,,
6599,,,,,Experiences of Inpatient Bone Marrow Transplantation Nurses and Providers Using Electronic Symptom Reporting.,,,,
6600,,,,,Two indicators met acceptability criteria in both Kenya and Swaziland: whether the provider performed a breast exam or an abdominal exam.,,,,
6601,,,,,METHODS: A multiprofessional group of providers (n = 18) completed a one-time semi-structured interview documenting their experiences using brief CBT in the primary care setting.,,,,
6602,,,,,A total of 731 women presenting at six Ministry of Health clinics or to community health workers (CHWs) in rural communities were randomized to receive DMPA-SC administered by a provider or be trained to self-inject DMPA-SC.,,,,
6603,,,,,"Flight paramedics were the only providers to intubate and administer tranexamic acid, mannitol, or vasopressors.",,,,
6604,,,,,"Flight paramedics were the only providers to intubate and administer tranexamic acid, mannitol, or vasopressors.",,,,
6605,,,,,"Flight paramedics were the only providers to intubate and administer tranexamic acid, mannitol, or vasopressors.",,,,
6606,,,,,"Additional research is needed to further characterize the thresholds for ""low volume"" and to determine whether there is additional benefit afforded by high-volume surgeons and hospitals (or if it is adequate that providers performing hemiarthroplasty maintain volumes above relatively low thresholds as identified here).",,,,
6607,,,,,"Findings suggest that most providers report using guideline-concordant psychotherapies, but use varied by provider type.",,,,
6608,,,,,ENT providers will also use clarithromycin and Bactrim more often compared to PCPs.,,,,
6609,,,,,ENT providers will also use clarithromycin and Bactrim more often compared to PCPs.,,,,
6610,,,,,RESULTS: Providers reported using CM an average of nine 2-week intervals (SD = 6.35).,,,,
6611,,,,,"Providers of social and public health services (""providers"") often use HIV prevention strategies with substance-using clients to decrease HIV transmission and infection.",,,,
6612,,,,,"Providers who continue to use digoxin should consider patient preferences in how they offer digoxin, and consider tools to ensure patient understanding.",,,,
