SENTENCE_ID,PMID,TYPE,NUMBER,SENT_START_INDEX,SENTENCE,SECTION_HEADER,NORMALIZED_SECTION_HEADER,Column,Column
1100,,,,,OBJECTIVE: Sodium fluoride (NaF) plays an important role in preventing dental caries.,,,,
1101,,,,,"At the third month, despite the fact that NaF varnish had the lowest effect in reducing hypersensitivity, no significant difference was found among the treatments (p=0.09).",,,,
1102,,,,,"In the allergy the functional activity of N-protein was not altered, whereas its coupling with the catalytic component was impaired by sodium fluoride.",,,,
1103,,,,,"Twice daily use of a dentifrice containing 0.3% triclosan, 2.0% of a copolymer, and 0.243% sodium fluoride in a silica base, over a six-month period, reduces supragingival plaque formation and gingivitis to a significant degree compared to a sodium fluoride/silica base placebo dentifrice.",,,,
1104,,,,,Reduction of hamster periodontal disease by sodium fluoride and sodium monofluorophosphate in drinking water.,,,,
1105,,,,,Preparations of stannous fluoride compared with sodium fluoride for the prevention of dental caries in the rat.,,,,
1106,,,,,"In parallel, much progress has been made in targeting low-grade inflammation, especially through the introduction of drugs such as mesalazine and rifaximin, even if a better knowledge of the mechanisms underlying the low-grade inflammation in IBS may allow the design of clinical trials that test the efficacy and safety of such drugs.",,,,
1107,,,,,Rifaximin and lactulose have shown to be effective in HE.,,,,
1108,,,,,"Rifaximin, with its low systemic absorption, may represent a treatment of choice for irritable bowel syndrome (IBS), mainly due to its ability to act on IBS pathogenesis, through the influence on gut microbiota.",,,,
1109,,,,,"In vitro activity of rifaximin against bacterial enteropathogens causing diarrhoea in children under 5 years of age in Ifakara, Tanzania.",,,,
1110,,,,,"Further studies, particularly large randomized controlled trials, are needed to establish the role of rifaximin in AAH, especially as an adjunct therapy with prednisolone.",,,,
1111,,,,,"Effect of rifaximin on infections, acute-on-chronic liver failure and mortality in alcoholic hepatitis: a pilot study (RIFA-AH).",,,,
1112,,,,,"In conclusion, our results show that rifaximin interferes with multiple steps implicated in host-AIEC interactions related to CD, including adhesion to, and invasion of epithelial cells, virulence gene expression, motility, and pro-inflammatory cytokine secretion.",,,,
1113,,,,,The influence of rifaximin on diverticulitis rate and quality of life in patients with diverticulosis.,,,,
1114,,,,,AIM: To review the literature regarding the role of rifaximin in IBS and its potential mechanism(s) of action.,,,,
1115,,,,,Rifaximin may have a dramatic effect on hepatic encephalopathy.,,,,
1116,,,,,"In conclusion, RFX prevents AH through modulation of small intestinal microbiota/innate immune responses in obese KK-Ay mice.NEW & NOTEWORTHY Here we demonstrated that rifaximin (RFX) prevents chronic-binge ethanol (EtOH)-induced steatohepatitis in KK-Ay mice.",,,,
1117,,,,,No definitive conclusion can be drawn regard a possible role of rifaximin for preventing diverticulitis.,,,,
1118,,,,,Gut instinct: rifaximin for the prevention of hepatic encephalopathy.,,,,
1119,,,,,Future studies should evaluate whether rifaximin is effective in preventing postinfectious irritable bowel syndrome.,,,,
1120,,,,,A study is needed in Asia to determine whether rifaximin can prevent diarrhea caused by invasive bacterial pathogens.,,,,
1121,,,,,This led to the approval of rifaximin for reduction of risk of recurrent HE by the US Food and Drug Administration in March 2010.,,,,
1122,,,,,Absorption of D-fructose and glycine demonstrated a tendency for increased net absorption in cystic fibrosis but the results were not significantly different.,,,,
1123,,,,,"Similarly the activity of the enzyme serine hydroxymethyltransferase (SHMT) which cleaves serine to glycine, was significantly lower (P less than 0.0001) in psychotics than in nonpsychotics.",,,,
1124,,,,,CONCLUSION: Our findings offer an opportunity for prediction of hypertension in elderly Lebanese individuals that carry a genetic combination of Asp/Asp genotype and Gly allele in eNOS and ADRB2 genes.,,,,
1125,,,,,We propose that NR2A and GlyRS should be further assessed as novel targets of behavioral pharmacotherapy in AD.,,,,
1126,,,,,Glycine production in severe childhood undernutrition.,,,,
1127,,,,,"Since [3H]L-689,560, [3H]CGP 39653 and [3H]ifenprodil label the glycine, glutamate and ifenprodil sites of the NMDA receptor complex, which are associated with NR1, NR1/NR2A and NR1/NR2B subunits respectively, our findings suggest that NR2B-containing receptors are selectively up-regulated in superior temporal cortex in schizophrenia.",,,,
1128,,,,,"The increased network excitability associated with gain-of-function GlyR expression in glutamatergic neurons resulted in recurrent epileptiform discharge, which provoked cognitive dysfunction and memory deficits without affecting bidirectional synaptic plasticity.",,,,
1129,,,,,"However, Patients in Arg/Arg (n = 8) category showed significant improvement in asthma control parameters and lung function compared with Arg/Gly genotype (n =20).",,,,
1130,,,,,"To test the hypothesis that the high glycine concentrations observed in schizophrenics play an etiologic role in schizophrenia, an animal model was tested where rats were made hyperglycinic from life in utero to adulthood.",,,,
1131,,,,,OBJECTIVE: We aimed to measure glycine production in children with edematous and nonedematous severe childhood undernutrition.,,,,
1132,,,,,"[Gly14]-Humanin (HNG), a variant of Humanin (HN) in which the 14th amino acid serine is replaced with glycine, reduced Alzheimer's disease-relevant insults and improved neurological deficits in an ischemia stroke model.",,,,
1133,,,,,"The mechanism by which glycine decreases high blood pressure can be attributed to its participation in the reduction of the generation of free radicals, increasing the availability of nitric oxide.",,,,
1134,,,,,"Arg/Arg subjects had an increased risk of bronchial hyperresponsiveness (BHR) versus Gly/Gly subjects, with an odds ratio of 2.51 (95% CI 1.12-5.63; p = 0.025) if they did not use ICS.",,,,
1135,,,,,"CONCLUSIONS: Sodium polystyrene sulfonate use, both with and without sorbitol, may be associated with fatal gastrointestinal injury.",,,,
1136,,,,,[TRIAL OF THE SORBITOL-CHOLINE COMBINATION IN CONSTIPATION OF CHILDHOOD].,,,,
1137,,,,,"However, it is believed that sorbitol, commonly given to counteract PSP's tendency to cause constipation, may play an important role in the development of gastrointestinal injury.",,,,
1138,,,,,"Concomitant administration of kayexalate and sorbitol may induce gastrointestinal injury, which is potentially lethal.",,,,
1139,,,,,"CONCLUSIONS: Altogether, our findings support a beneficial effect of HA/sorbitol in OA through the restoration of redox status and reduction of apoptosis, inflammation and catabolism involved in cartilage damage.",,,,
1140,,,,,"Thus utilizing a perfusion solution containing sorbitol during loading and dilution of Me2SO reduces the osmotic injury and may greatly improve the survival prospects of cryopreserved organs by avoiding ""out-flow"" block.",,,,
1141,,,,,We conclude that foscarnet is nephrotoxic but otherwise well tolerated with moderate clinical and virostatic effects on CMV infection.,,,,
1142,,,,,The safety and efficacy of foscarnet for prevention of cytomegalovirus (CMV) infection was evaluated in 19 CMV-seropositive bone marrow transplant (BMT) recipients.,,,,
1143,,,,,"Areas covered    : This paper reviews the available data from RCTs to assess the clinical efficacy, safety, and tolerability profile of lasmiditan, rimegepant, and ubrogepant for the acute treatment of migraine and atogepant for the prevention of migraine.",,,,
1144,,,,,"As the first dual agent approved for both treatment and prevention of migraine, rimegepant represents a useful option for the management of migraine in adults.",,,,
1145,,,,,"The oral CGRP receptor antagonists, ubrogepant and rimegepant, demonstrated efficacy in reducing migraine pain, migraine-associated symptoms, and disability, with a low adverse event profile, similar to placebo.",,,,
1146,,,,,"[Combined ACTH, chlorpromazine and atropine in phosphoric ester poisoning].",,,,
1147,,,,,"In reality, they were randomized double blind, double-dummy to 1 of the 4 conditions: (1) 100 mg diclofenac + 1.2 mg atropine, (2) placebo + 1.2 mg atropine, (3) 100 mg diclofenac + placebo, or (4) placebo + placebo, and tested with heat-induced pain.",,,,
1148,,,,,"With gastric retention rate, rate of small intestine propulsion, serum content of GAS and MTL as indexes to evaluate the curing effect on gastrointestinal movement disorders caused by atropine in mice.",,,,
1149,,,,,"PURPOSE: Numerous studies, including those using animal models of myopia development and human clinical trials, have shown that the non-selective muscarinic antagonist atropine is effective in preventing the axial elongation that leads to myopia development.",,,,
1150,,,,,"The three antimuscarinic agents, at doses that inhibited colonic spike activity by approximately 80% (equiactive doses), behaved as follows on heart rate and pupil diameter: atropine induced tachycardia and mydriasis, telenzepine had no effect, and DF594 induced slight mydriasis with no effect on heart rate.",,,,
1151,,,,,"OBJECTIVE: To assess whether the relative treatment effect of patching compared with atropine for moderate amblyopia varies according to patient age, cause of amblyopia or depth of amblyopia, and initial number of patching hours prescribed.",,,,
1152,,,,,"Atropine, an anticholinergic agent commonly used in human and veterinary medicine, is reported to cause toxicity associated with its antimuscarinic action.",,,,
1153,,,,,"Because of episodic slowing of the heart rate below 40 beats/min, he received 1 mg atropine intravenously which increased the atrial rate but further worsened the AV conduction, resulting in ventricular asystole for more than 30 seconds associated with loss of consciousness and seizure-like activity.",,,,
1154,,,,,Dose-related atropine-induced insulin resistance: comparing intraportal versus intravenous administration.,,,,
1155,,,,,In 6-week-old rats atropine produced bradycardia instead of tachycardia.,,,,
1156,,,,,"3) Under the above conditions, the hPP response to hypoglycemia can be blocked by atropine, thus indicating that it is due to activation of the cholinergic system and not to the direct effect of glucose lack at the level of the hPP-cell.",,,,
1157,,,,,Both im and iv atropine had similar effects on weight loss rate and mydriasis.,,,,
1158,,,,,"The ACTH response to hypoglycaemia did not change after pirenzepine administration, whereas it was significantly increased by atropine and decreased by trimethaphan treatment.",,,,
1159,,,,,Cardiac arrest with bradycardia poorly responsive to adrenaline and responsive to high dose atropine should alert the clinician to the possibility of an anticholinesterase poisoning.,,,,
1160,,,,,"LDA elicited bradycardia and significantly increased high-frequency (HF, 0.15-0.4 Hz) power of HRV and spontaneous BRS, as determined by transfer function analysis.",,,,
1161,,,,,"Saline vehicle or atropine produced no discernible effect on baseline %SPV or RAPV but, thereafter, %SPV and RAPV increased progressively with graded haemorrhage.",,,,
1162,,,,,"Atropine can dry secretions, but is not recommended for stings from many foreign scorpions, since it exacerbates adrenergic toxicity to the cardiopulmonary system.",,,,
1163,,,,,"This bradycardic effect was blocked by atropine and atenolol, and did not occur in vitro.",,,,
1164,,,,,"CONCLUSION AND CLINICAL RELEVANCE: In Greyhounds which were not undergoing any surgical stimulation, total intravenous anesthesia maintained with propofol and fentanyl infusions induced satisfactory anesthesia, provided atropine was given to counteract bradycardia.",,,,
1165,,,,,"These results suggest that all three concentrations of atropine had significant effects on controlling myopia; however, treatment with 0.5% atropine was the most effective.",,,,
1166,,,,,The PP response to hypoglycemia was diminished by atropine in normal subjects (P < 0.005) and completely abolished by vagotomy in the duodenal ulcer patients.,,,,
1167,,,,,"Inhibition of methyl isocyanate toxicity in mice by starvation and dexamethasone but not by sodium thiosulfate, atropine, and ethanol.",,,,
1168,,,,,Use of atropine in four-dimensional hysterosalpingo-contrast sonography: Does it suppress pain during infertility examination?,,,,
1169,,,,,"After atropine, phenoxybenzamine or phentolamine, alinidine remained without effect on mean blood pressure, but after pindolol or yohimbine, a hypotensive effect appeared concomitantly with the reduction of the ventricular bradycardia.",,,,
1170,,,,,"Although 1% atropine effectively slows myopia progression, it is associated with adverse effects, including photophobia, blurred near vision, and poor compliance.",,,,
1171,,,,,Some rats treated with HI-6 in combination with atropine were fully protected against the lethal toxic effects of soman within 2 hours following soman administration.,,,,
1172,,,,,"One excitatory retinal neurotransmitter, acetylcholine, has been implicated in the signal cascade through the effectiveness of the muscarinic antagonist, atropine, in preventing myopia development.",,,,
1173,,,,,Pretreatment with atropine can prevent asystole without inducing hazardous tachyarrhythmia.,,,,
1174,,,,,"Younger initial age, female, higher initial spherical equivalent and the need of higher concentration of atropine were found to be risk factors for myopic progression in multivariate mixed-effect analysis (p = 0.013, 0.017, 0.024 and 0.014).",,,,
1175,,,,,"A combination of atropine and glycopyrrolate in equivalent dosages titrated to the peripheral muscarinic signs, theoretically reduces the central effect of the anticholinergics by 50% and thereby the risk of central toxicity, while it provides effective control of the peripheral manifestations of OPP.",,,,
1176,,,,,"Therefore, the therapeutic action of tolcapone in Parkinson's disease, might be dependent on the reduction of COMT activity in the extracerebral tissue.",,,,
1177,,,,,OBJECTIVE: To determine the efficacy of standard levodopa combined with controlled release levodopa and entacapone in controlling end-of-dose symptoms in Parkinson's disease.,,,,
1178,,,,,"Sleep attacks in Parkinson's disease induced by Entacapone, a COMT-inhibitor.",,,,
1179,,,,,Relationship between 3-O-methyldopa and the clinical effects of entacapone in advanced Parkinson's disease.,,,,
1180,,,,,"Aims: To review the evidence for efficacy, safety, and cost-effectiveness of levodopa/carbidopa/entacapone (LCE) compared with levodopa/dopa-decarboxyiase inhibitor (DDCI) for Parkinson's disease (PD).",,,,
1181,,,,,"[     11      C]PyBic demonstrated PARP-specific binding in RG2 tumors, with 74% of tracer binding in tumors blocked by preinjected veliparib (i.v., 5 mg/kg).",,,,
1182,,,,,"CST shows prominent features of BRCA1-mutated triple-negative breast cancers including increased motility, high proliferation rate, genome instability and sensitivity to platinum chemotherapy and PARP inhibitors (olaparib, veliparib, rucaparib and talazoparib).",,,,
1183,,,,,"In summary, our findings reveal the molecular mechanism of talazoparib-induced anti-tumor effect, and suggest a potential clinical use of talazoparib-targeted lncRNA PLK4/YAP-dependent cellular senescence for the treatment of HCC.",,,,
1184,,,,,The in vivo experiments confirmed the clinical impact of talazoparib on MF tumors.,,,,
1185,,,,,"CST shows prominent features of BRCA1-mutated triple-negative breast cancers including increased motility, high proliferation rate, genome instability and sensitivity to platinum chemotherapy and PARP inhibitors (olaparib, veliparib, rucaparib and talazoparib).",,,,
1186,,,,,Future studies will directly evaluate the effects of InCeT-TLZ for preventing tumor development.,,,,
1187,,,,,"Hence, we evaluated the radiosensitization and the underlying mechanism of combination treatment with OA and olaparib in TNBC.",,,,
1188,,,,,We demonstrated that high concentrations of AF and olaparib synergistically induced cytotoxicity in NSCLC and PDAC cell lines with low levels of mutant p53 protein that were initially more resistant to AF.,,,,
1189,,,,,We demonstrated that high concentrations of AF and olaparib synergistically induced cytotoxicity in NSCLC and PDAC cell lines with low levels of mutant p53 protein that were initially more resistant to AF.,,,,
1190,,,,,"Moreover, olaparib plus AZD6738 administration concomitant with IR even worsened the response to radiation of head and neck orthotopic tumours and induced mucositis.",,,,
1191,,,,,Expression of MUS81 Mediates the Sensitivity of Castration-Resistant Prostate Cancer to Olaparib.,,,,
1192,,,,,"Increasing evidence suggests that the PARP inhibitor olaparib could have a significant synthetic lethal effect in prostate cancer with homologous recombination defects, such as BRCA1/2 mutations.",,,,
1193,,,,,TBCRC 048 evaluated the role of olaparib in homologous recombination deficient tumours due to genomic alterations other than germline    BRCA1/2     mutations; clinically relevant activity was reported in patients with germline    PALB2     and somatic    BRCA1/2     mutations.,,,,
1194,,,,,"CST shows prominent features of BRCA1-mutated triple-negative breast cancers including increased motility, high proliferation rate, genome instability and sensitivity to platinum chemotherapy and PARP inhibitors (olaparib, veliparib, rucaparib and talazoparib).",,,,
1195,,,,,The DNA-PK Inhibitor AZD7648 Sensitizes Patient-Derived Ovarian Cancer Xenografts to Pegylated Liposomal Doxorubicin and Olaparib Preventing Abdominal Metastases.,,,,
1196,,,,,"Topical capsaicin (trans-b-methyl-N-vanillyl-noneamide) has been successful for pain relief in postherpetic neuralgia, arthritis, and diabetic neuropathy.",,,,
1197,,,,,Effects of topical capsaicin on normal skin and affected dermatomes in herpes zoster.,,,,
1198,,,,,Effects of the remote C fibres stimulation induced by capsaicin on the blink reflex in chronic migraine.,,,,
1199,,,,,"Patients with acute upper respiratory tract infection (URTI) have been shown to be hyperreactive to inhaled tussigens such as citric acid and capsaicin, and the authors propose that this may be due to an increased sensitivity of airway receptors that mediate cough.",,,,
1200,,,,,"CONCLUSIONS: Evening primrose oil, alpha-lipoic acid, and capsaicin have received the greatest attention for their use in diabetic neuropathy, but further studies are needed to confirm their efficacy.",,,,
1201,,,,,The study showed that topical capsaicin and glyceryl trinitrate have an analgesic effect in painful osteoarthritis.,,,,
1202,,,,,"These studies have been important in confirming the efficacy of antidepressants, antiepileptics, local anesthetics and derivatives, capsaicin, opioids, and N-methyl-D-aspartate antagonists in neuropathic pain, specifically painful diabetic neuropathy and postherpetic neuralgia.",,,,
1203,,,,,3% doxepin and 0.025% capsaicin in human chronic neuropathic pain.,,,,
1204,,,,,"As serotonin is proposed to play a pathophysiological role in some types of pruritus (e.g. uremic and hepatic pruritus) and CAP has been described to be successful in hemodialysis-related pruritus, we investigated the antipruritic effect of topical CAP on serotonin-induced reactions in 10 healthy volunteers in comparison to untreated skin (UPS) and placebo substance (vehicle)-treated skin (VS).",,,,
1205,,,,,Topical capsaicin and oral amitriptyline produced equal and statistically significant improvements in pain over the course of the study.,,,,
1206,,,,,MX2/120 is significantly more active and long-lasting than theophylline in in vivo experiments toward spasmogens such as acetylcholine (ED50 over 5 h = 15 mumol/kg p.o. vs 230 mumol/kg p.o.) or histamine (ED50 over 5 h = 122 mumol/kg p.o. vs 500 mumol/kg p.o.) while being almost equiactive to theophylline toward antigen and capsaicin induced cough strokes.,,,,
1207,,,,,"The administration of capsaicin causes stomach cramps, gastrointestinal irritation, gut pain and vomiting in patients.",,,,
1208,,,,,Can topical capsaicin induce a neuropathic pain?,,,,
1209,,,,,CONCLUSIONS: Age-dependent differences in TGVS responsiveness in the i.c. capsaicin-induced migraine model of rats are reminiscent of less severe migraine in pediatric patients.,,,,
1210,,,,,Capsaicin-induced joint inflammation is not blocked by local anesthesia.,,,,
1211,,,,,Effect of sympathetic muscle vasoconstrictor activity on capsaicin-induced muscle pain.,,,,
1212,,,,,"E-capsaicin-induced emesis was antagonised by capsazepine (300-600 nmol, i.c.v.; P<0.05) and ruthenium red (3 nmol, i.c.v.; P<0.05) but resiniferatoxin-induced emesis was resistant to capsazepine (30-600 nmol, i.c.v.; P>0.05).",,,,
1213,,,,,The aim was to study cough and other capsaicin-induced symptoms and to test the effect of a drug (lidocaine) that inhibits nerve transmission in sensory nerves.,,,,
1214,,,,,"Capsaicin applied topically to human skin produces itching, pricking and burning sensations due to excitation of nociceptors.",,,,
1215,,,,,Topical EMLA pre-treatment fails to decrease the pain induced by 1% topical capsaicin.,,,,
1216,,,,,Effects of capsaicin in temporomandibular joint arthritis in rats.,,,,
1217,,,,,"Although the neuroprotective and anti-inflammatory effects of capsaicin are well-documented, its effects on excitotoxic-induced neonatal brain injury and neuroinflammation have not previously been investigated.",,,,
1218,,,,,"There was a slight increase in the incidence of spontaneous activity, but not excitation by capsaicin, with increasing age of the neuromas.",,,,
1219,,,,,"A punctate, cutaneous application of capsaicin or histamine by means of a cowhage spicule elicits itch accompanied by pricking/stinging, burning, and typically, one or more areas of dysesthesia (alloknesis, hyperalgesia, hyperknesis).",,,,
1220,,,,,"Furthermore, nearly all STT neurons exhibited vigorous and persistent responses to capsaicin, after which they became sensitized to stroking and to punctate stimulation.",,,,
1221,,,,,"Because the sensation for capsaicin is associated with perception of pain, this genetic study on different capsaicin sensitivities will help future analyses of endogenous analgesic pathway.",,,,
1222,,,,,"As shown in previous experimental studies, topical capsaicin has a strong inhibitory effect in histamine-induced itch in healthy persons, but not in patients with atopic eczema.",,,,
1223,,,,,"Together, our results suggest that increased expression of VR1 on myelinated fibers might contribute to the antihyperalgesic effect of topical capsaicin in diabetic neuropathic pain.",,,,
1224,,,,,The potential of resiniferatoxin and capsaicin to modulate emesis and genital grooming was investigated in Suncus murinus.,,,,
1225,,,,,"Compared to mirror-image skin, applying capsaicin on a 9 cm(2) area of PHN skin significantly increased overall PHN pain and allodynia in 11 of 17 subjects.",,,,
1226,,,,,"Compared to mirror-image skin, applying capsaicin on a 9 cm(2) area of PHN skin significantly increased overall PHN pain and allodynia in 11 of 17 subjects.",,,,
1227,,,,,Guinea-pigs were anaesthetized and exposed to an aerosol of capsaicin (100 microM) to elicit coughing.,,,,
1228,,,,,Airway cough sensitivity to inhaled capsaicin and bronchial responsiveness to methacholine in asthmatic and bronchitic subjects.,,,,
1229,,,,,"Thus, these results support the long-lasting and inhibitory effects of topical capsaicin on persistent pain, and the clinic use of capsaicin as a pain therapy.",,,,
1230,,,,,Capsaicin suppresses substance P-induced joint inflammation in the rat.,,,,
1231,,,,,"Besides, capsaicin potently inhibited the development of pre-neoplastic breast lesions by up to 80% without evidence of toxicity.",,,,
1232,,,,,"To compare the sensitivity of these drugs on cough response, we calculated the effective doses for 50% inhibition of cough (ED50) when the animals were exposed to 3 x 10-4 m capsaicin.",,,,
1233,,,,,RESULTS: Capsaicin suppressed completely itch in all patients.,,,,
1234,,,,,Capsaicin may therefore be a promising candidate in the prevention and/or reduction of neonatal brain damage.,,,,
1235,,,,,The life long burden of suffering from postherpetic neuralgia is reduced by adult vaccination and by topical anti-hyperalgesic treatment with lidocaine and capsaicin.,,,,
1236,,,,,"Several studies have reported that capsaicin is effective in relief and prevention of migraine headaches, improves digestion, helps to prevent heart disease, and lowers blood cholesterol and blood pressure levels.",,,,
1237,,,,,Capsaicin treatment is one method to reduce neuropathic pain.,,,,
1238,,,,,We test the hypothesis that chronic dietary capsaicin can prevent stroke through activation of cerebrovascular transient receptor potential vanilloid 1 (TRPV1) channels in stroke-prone spontaneously hypertensive rats (SHRsp).,,,,
1239,,,,,"In both groups, itching was not significantly reduced by capsaicin compared to untreated skin.",,,,
1240,,,,,The aim of this study was to assess if the pain of osteoarthritis is reduced by topical capsaicin and to determine whether addition of glyceryl trinitrate has an effect on analgesic efficacy and tolerability of capsaicin.,,,,
1241,,,,,"RESULTS: Overall pain was significantly reduced by doxepin, capsaicin and doxepin/capsaicin to a similar extent.",,,,
1242,,,,,These results demonstrate that nociceptors desensitized by capsaicin contribute to heat hyperalgesia and guarding pain after plantar incision.,,,,
1243,,,,,"Moreover, these data highlight the importance of addressing astrocyte health and response to nusinersen in SMA pathogenesis and treatment strategies.",,,,
1244,,,,,More studies are needed to consolidate the effects and adverse events of Nusinersen in late onset SMA.,,,,
1245,,,,,"These data indicate that abnormalities of SEC function/activation, as reflected by serum hyaluronan and siCAM-1, are prominent in alcoholic hepatitis, and these alterations improve within relatively short periods of time after cessation of alcohol consumption.",,,,
1246,,,,,"In this study, CTS might be associated with increased serum concentrations of HA, and HA production might be mediated by IL-6.",,,,
1247,,,,,Hyaluronic Acid-based Products are Strictly Contraindicated in Scleroderma-related Skin Ulcers.,,,,
1248,,,,,"Compared to other haematophagous insects, the ability of tabanid hyases to hydrolyze hyaluronic acid (HA) is extremely high, for example the enzyme activity of Hybomitra muehlfeldi was found to be 32-fold higher than the salivary hyase activity of the sand fly Phlebotomus papatasi.",,,,
1249,,,,,"Compared to other haematophagous insects, the ability of tabanid hyases to hydrolyze hyaluronic acid (HA) is extremely high, for example the enzyme activity of Hybomitra muehlfeldi was found to be 32-fold higher than the salivary hyase activity of the sand fly Phlebotomus papatasi.",,,,
1250,,,,,OBJECTIVE: To investigate the utility of a TM-HA and ELP composite material as a potential tissue-engineering scaffold to reconstitute the NP in early degenerative disc disease (DDD) on the basis of both biomechanical and biologic parameters.,,,,
1251,,,,,Our results indicate that there is a decreased expression of HA in asthma and COPD associated with a synergistic regulation of HA metabolising enzymes that may regulate the pathological airway remodelling in these lung diseases.,,,,
1252,,,,,Improvement of the ocular surface using hypotonic 0.4% hyaluronic acid drops in keratoconjunctivitis sicca.,,,,
1253,,,,,OBJECTIVE: To relate the rate of bone resorption to serum levels of both hyaluronan (HA) and antigenic keratan sulfate (KS) in canine experimental osteoarthritis (OA) and to evaluate the effects of calcitonin on these parameters and the OA lesions of the unstable knee.,,,,
1254,,,,,"These polymers (Hyadd) were tested against thermal, oxidative and hyaluronidase degradation by means of rheological experiments and SEC analysis and compared to non-modified HA.",,,,
1255,,,,,"These polymers (Hyadd) were tested against thermal, oxidative and hyaluronidase degradation by means of rheological experiments and SEC analysis and compared to non-modified HA.",,,,
1256,,,,,"The activity of hyaluronidase was shown to be up-regulated by hypoxia and, further, could carry out the function of processing HA into SMW.",,,,
1257,,,,,"The activity of hyaluronidase was shown to be up-regulated by hypoxia and, further, could carry out the function of processing HA into SMW.",,,,
1258,,,,,"HA and HA-collagen hydrogels degrade in the presence of hyaluronidase and collagenase enzymes, indicating that the chemical modification does not prevent biodegradation.",,,,
1259,,,,,"HA and HA-collagen hydrogels degrade in the presence of hyaluronidase and collagenase enzymes, indicating that the chemical modification does not prevent biodegradation.",,,,
1260,,,,,The interaction of hyaluronidase with HA results in the disruption of basement membrane integrity and produces an angiogenic response that has been implicated in tumor invasiveness and metastasis.,,,,
1261,,,,,Hyaluronan synthesis was also enhanced in plasma membranes from fibroblasts that had been treated with hyaluronidase or trypsin.,,,,
1262,,,,,We hypothesized that a combined therapy with US and HA would have synergistic effects on alleviating the pathogenesis of osteoarthritis (OA).,,,,
1263,,,,,"RESULTS: The chondroitin-sulfate levels were significantly increased (Group I to Group II P< 0.001; Group I to Group III P< 0.001), the hyaluronic acid levels decreased (Group I to Group II P< 0.01; Group I to Group III P< 0.01) with the increasing OA score.",,,,
1264,,,,,The purpose of this review is to discuss cellular and immunologic effects of HA that could affect OA progression and to present data from a clinical trial that evaluated HA structural effects.,,,,
1265,,,,,Such small HA fragments are generated from the degradation of HA by hyaluronidase.,,,,
1266,,,,,RESULTS: Hyaluronidase was found to reduce the hyaluronan contents of the grafts from 586+/-52 microg/g in control animals receiving vehicle infusion to 161+/-48 microg/g (p < 0.001) and the water contents from 81.3+/-0.4 x 10(-2) U to 79.7+/-0.4 x 10(-2) U (p < 0.05).,,,,
1267,,,,,"Hyaluronidase production was detected by growing isolates on BHI agar containing 400 MUg/mL hyaluronic acid and 1% albumin and flooding plates with 2 N glacial acetic acid to precipitate unbound hyaluronic acid, with a zone of clearing representing a positive phenotype.",,,,
1268,,,,,"Hyaluronidase production was detected by growing isolates on BHI agar containing 400 MUg/mL hyaluronic acid and 1% albumin and flooding plates with 2 N glacial acetic acid to precipitate unbound hyaluronic acid, with a zone of clearing representing a positive phenotype.",,,,
1269,,,,,"Here we report that dendritic cells (DC) express mRNAs for HA synthases and hyaluronidases, actively synthesize HA, and display HA on their surfaces.",,,,
1270,,,,,"Here we report that dendritic cells (DC) express mRNAs for HA synthases and hyaluronidases, actively synthesize HA, and display HA on their surfaces.",,,,
1271,,,,,These results suggest that changes in the expression of HA can be epileptogenic and that hyaluronidase treatment in vitro provides a robust model for the dissection of the underlying mechanisms.,,,,
1272,,,,,These results suggest that changes in the expression of HA can be epileptogenic and that hyaluronidase treatment in vitro provides a robust model for the dissection of the underlying mechanisms.,,,,
1273,,,,,Hyaluronan (HA) is widely used for eye drops as lubricant to counteract dry eye disease.,,,,
1274,,,,,"Our results demonstrated that HA could potentially suppress IVDD by regulating p38 and Erk1/2 pathways, and that the expression of HYAL1 were correlated with IVDD progression.",,,,
1275,,,,,"Moreover, synoviocyte biosynthesis of high-molecular-weight hyaluronan, which is diminished in OA, was normalized when these cells were incubated with NaPPS and CaPPS or after intraarticular injection of NaPPS into arthritic joints.",,,,
1276,,,,,Lung hyaluronan levels are decreased in alpha-1 antiprotease deficiency COPD.,,,,
1277,,,,,The concentration and average molecular weight of hyaluronan in the joint fluids are reduced in osteoarthritis and rheumatoid arthritis.,,,,
1278,,,,,"CONCLUSION: Hyaluronic acid can be a biomarker for intervertebral disc degeneration, because hyaluronic acid levels were higher only in sera of patients with intervertebral disc degeneration.",,,,
1279,,,,,CONCLUSION: These cross-sectional data support a role for serum HA as a biomarker of radiographic OA.,,,,
1280,,,,,"Placebo-controlled randomized controlled trials have demonstrated the efficacy of alendronate, risedronate, zoledronate, denosumab and teriparatide in GIOP.",,,,
1281,,,,,Zoledronate prevents lactation induced bone loss and results in additional post-lactation bone mass in mice.,,,,
1282,,,,,"This killing activity was partly inhibited by mevastatin, an inhibitor of the mevalonate pathway, and markedly reduced by a monoclonal antibody to gamma- and delta-chain T cell receptor, indicating that this is crucial for Zol-induced HCC killing.",,,,
1283,,,,,"The addition of zoledronate to the regimen further decreased tumour burden, caused an extensive decrease in bone-associated soft tissue tumour burden (93%), and sustained the bone volume, which could result in a smaller fracture risk.",,,,
1284,,,,,Effect of Zoledronate on Bone Loss After Romosozumab/Denosumab: 2-Year Follow-up.,,,,
1285,,,,,"BACKGROUND: Based on preclinical data for the antitumour effect of zoledronate in osteosarcoma, we assessed whether zoledronate combined with chemotherapy and surgery improved event-free survival in children and adults with osteosarcoma.",,,,
